Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Taxonomic lineage IDs (GENUS)	Taxonomic lineage IDs (SPECIES)	KEGG	KO	EC number	COG ID	MP1	MP2	MP3	MP4
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0601	K07493	2.7.7.18	COG3328				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1063		4.2.1.-	COG5361				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3142							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1564							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2280		6.3.-.-	COG2170				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00641,K00088,K02000,K00088	1.1.1.205	COG0517				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0663	K03750	2.10.1.1	COG0303				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00355,K00355,K00358,K03923	1.6.5.2	COG2249				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1411	K01676		COG5464				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			4.1.1.11,4.1.1.25	COG0076				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2327							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2710							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3408							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3409							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3411							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2975	K03406	4.6.1.1	COG0840				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2290		5.2.1.8	COG1047				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1251	K01486	3.5.4.2	COG1001				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01007,K01007,K01007	2.7.9.2	COG0574				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2765	K02030	3.1.4.17	COG0834				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1523			COG5421				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0155		3.4.24.64	COG1222				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0156							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0039	K01872	6.1.1.7	COG0013				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1863							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1215							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2626	K01873	6.1.1.9	COG0525				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2574							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1058	K11780	4.3.1.32	COG1060				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1766							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1767		2.7.11.-	COG0589				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3047		1.8.4.11	COG0785				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2730	K06877	3.6.1.-	COG1205				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0945		3.4.24.-	COG3291				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1290		3.1.1.61	COG0745				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00020,K00042,K00042,K00020,K00020,K00042	1.1.1.31	COG2084				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1817		1.-.-.-	COG3260				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2072	K00858	2.7.1.23	COG0061				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0425		3.4.24.-	COG3291				
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_0956	K01710	4.2.1.46	COG1088				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K03546,K00870	6.2.1.-	COG1520				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2149	K07064		COG1848				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1134							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1820	K12140						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0738	K07486	4.2.99.18	COG3547				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0423		3.4.24.-	COG3291				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1107		2.7.7.67					
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1138							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2392	K01895	6.2.1.1	COG0365				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0901							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1062	K23265	6.3.5.3	COG0047				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1987							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1231	K06131	2.7.8.-	COG1502				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0370							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0369							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			4.2.99.18					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0071	K06868	2.5.1.73	COG1103				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1846		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2838		4.1.3.44	COG0731				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1741							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0915							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2489	K03243	3.1.4.17	COG0532				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2490							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1482							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0969	K03284		COG0598				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1970							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.4.2.43	COG1807				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0126	K09143		COG2164				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0601	K03924	3.6.3.-	COG0714				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1305							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3224							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3223							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3222		5.4.1.2	COG1598				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0539			COG3177				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0818	K01934	6.3.3.2	COG0212				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0250	K03926						
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0952	K03412	3.1.1.61	COG2201				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0953		2.7.13.3	COG2204				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0288							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0542			COG1163				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0094	K00177	1.2.7.3	COG1014				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00003,K00003	1.1.1.3	COG0460				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			6.3.5.3	COG1828				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1447							
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_0390							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1155	K14652	3.5.4.25	COG0807				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			6.3.5.-	COG0064				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0728	K02427	2.1.1.166	COG0293				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2782							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0614			COG1031				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2436		3.4.24.-	COG4783				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2435	K02322	2.7.7.7,3.1.11.1					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3214	K06042	5.4.1.2	COG2082				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0201		2.3.1.128	COG0456				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0621			COG0004				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1034	K01951,K01951,K01951,K01951	6.3.5.2	COG0518				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2399	K03408	2.7.13.3	COG0835				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0596	K09746		COG3390				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1914							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1750	K01238,K01362,K01362,K00754,K01362,K08070,K08372,K00908,K00908,K01362,K01362,K01362	3.4.21.-	COG0265				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0633		1.4.3.4	COG0471				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2805							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2804		2.7.1.2	COG1940				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K02224,K02224	6.3.5.11,6.3.5.12	COG1797				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2586	K05568	1.-.-.-	COG0651				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2376		2.4.1.-	COG0438				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0985			COG5421				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2210							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0661	K09716	3.1.1.96	COG1650				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0897	K03499	3.6.1.22	COG0569				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0896	K03498		COG0168				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2047	K07496		COG0675				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0913							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0893	K07052	3.4.22.-	COG1266				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0900	K01749	2.5.1.61	COG0181				
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_0677							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1252	K17892	1.8.7.2					
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0287	K03671,K03671,K03671	1.8.1.9	COG3118				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0224		1.5.1.-	COG1853				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0223			COG1511				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1051		2.7.4.22	COG0528				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0147		1.1.1.38	COG0281				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2321		6.3.1.10	COG1270				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.5.1.42	COG0382				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG0393				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K04035,K04035,K04035,K00540	4.-.-.-	COG1032				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0123	K16639	3.1.2.6	COG0491				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3005							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3083							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2448	K07496						
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2811	K21636	1.17.4.2	COG1328				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3492		3.5.1.28	COG2512				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2124		3.6.3.-	COG1132				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3104		1.12.98.1	COG1035				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3111							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3110	K00985	2.4.2.30	COG2110				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3109		2.1.1.137	COG2226				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3107							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.13.3	COG0784				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2682	K03410	2.7.13.3	COG1776				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2256							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2750		2.7.13.3	COG2202				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0262							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.6.5	COG2239				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0250	K11261	1.2.99.5	COG2191				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1677	K07720,K01173,K01173,K01150,K01173,K10778,K01150	2.1.1.63	COG2169				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2955							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2978		2.5.1.-	COG0382				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0745			COG1353				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0950							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3015	K02966						
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1597		1.3.3.4	COG1232				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1411	K08999						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0329	K07496		COG0675				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1180		3.6.3.14	COG1390				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0231		3.1.-.-	COG1487				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1103	K02316	2.7.7.101	COG0358				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1228							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0744	K09002		COG1337				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2080	K03546	3.6.-.-	COG0419				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0492	K00077	1.1.1.169	COG1893				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1209		1.18.1.1	COG1773				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1212							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0440		2.7.13.3	COG2202				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1711	K09127		COG1769				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1710	K09000		COG1336				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1709	K19141		COG3337				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1708	K19142		COG1604				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1425							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2927							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0605			COG4907				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2772		3.1.2.6	COG2333				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3196	K15429	2.1.1.-	COG2520				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0242	K01990	3.6.3.41	COG1131				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2719		2.7.13.3	COG0642				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2723							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2516							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1710	K09721						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1719			COG3431				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2457							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1247							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2503		3.6.1.-	COG1202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0414	K07133	6.3.2.19	COG1373				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0818							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2916	K06898		COG1691				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2395	K00169	1.1.1.86	COG0674				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0502	K02224,K02224	6.3.5.11,6.3.5.12	COG1797				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2797	K03136		COG1675				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0777			COG4738				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0344							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1225							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0956		3.3.1.1	COG0499				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0662							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0496		2.7.13.3	COG0835				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0280		1.18.6.1	COG2710				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0320							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0321	K02003	3.6.3.-	COG1136				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2729							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2728	K08315	3.4.24.-	COG0680				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0196	K02033	2.4.2.7	COG0601				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1340			COG4977				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1339							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2587	K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1132		2.7.7.-	COG1467				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2912		6.3.5.10	COG1492				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2153							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0929							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1544		3.4.14.5	COG1506				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3203							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_2298		3.6.1.7					
Methanothrix	Methanothrix thermoacetophila	2222.0	2224.0	mtp:Mthe_1676	K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1027	K01803	5.3.1.1					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1026		2.7.13.3	COG2202				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01465,K01464,K01466,K01464	3.5.2.3	COG0044				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1116							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1302	K07076		COG1669				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2270							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1847		2.7.13.3	COG0642				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2681	K14475						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2680							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0641	K01999	2.7.10.-	COG0683				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2176		6.1.1.16	COG0215				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1039							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1042							
